,STATEFP,COUNTYFP,CensusTract,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,TRACTCE,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,2003_Fast Food Coverage Ratio,2004_Fast Food Coverage Ratio,2005_Fast Food Coverage Ratio,2006_Fast Food Coverage Ratio,2007_Fast Food Coverage Ratio,2008_Fast Food Coverage Ratio,2009_Fast Food Coverage Ratio,2010_Fast Food Coverage Ratio,2011_Fast Food Coverage Ratio,2012_Fast Food Coverage Ratio,2013_Fast Food Coverage Ratio,2014_Fast Food Coverage Ratio,2015_Fast Food Coverage Ratio,2017_Fast Food Coverage Ratio,2003_rank,2004_rank,2005_rank,2006_rank,2007_rank,2008_rank,2009_rank,2010_rank,2011_rank,2012_rank,2013_rank,2014_rank,2015_rank,2017_rank
529,36,47,3700,1400000US36047003700,36047003700,37,CT,166448,0,"POLYGON ((-73.989261 40.690977, -73.98893199999999 40.692085999999996, -73.987348 40.691458, -73.98536299999999 40.690667, -73.98350599999999 40.689921, -73.98087 40.688866, -73.980559 40.688351, -73.97936299999999 40.686682, -73.98181699999999 40.687329999999996, -73.986155 40.689018, -73.989662 40.690334, -73.989261 40.690977))",36047003700,New York,Kings County,1,390,157,0,109,27.95,0,0,0,0,0,0,6.4,196806,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,39,14,195,71,55,1,2,66,54,661,23,69.8,71.73333333,63.14285714,64.8,66.45714286,68.11428571,61.05,50,55.55555556,62.5,167.8571429,167.8571429,167.8571429,195.8333333,272,293,332,365,389,393,392,431,448,468,482,497,513,518
530,36,47,26000,1400000US36047026000,36047026000,260,CT,162864,0,"POLYGON ((-73.995418 40.617672999999996, -73.993877 40.619156, -73.991518 40.617819, -73.99079499999999 40.618522999999996, -73.988688 40.617249, -73.989851 40.61613, -73.990434 40.615570999999996, -73.991598 40.614452, -73.993651 40.615694, -73.99600199999999 40.617112, -73.995418 40.617672999999996))",36047026000,New York,Kings County,1,3649,1207,0,0,0,0,0,0,0,0,1,14.5,61250,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,735,520,1664,5,1752,7,10,211,370,561,181,1796.75,1212.333333,920.125,931,941.875,952.75,963.625,974.5,974.5,974.5,1103.333333,1103.333333,1103.333333,1655,179,247,298,321,344,344,339,367,365,374,356,356,362,250
531,36,47,37900,1400000US36047037900,36047037900,379,CT,183760,0,"POLYGON ((-73.922545 40.681936, -73.919866 40.682254, -73.91712199999999 40.682567999999996, -73.916977 40.681833999999995, -73.916831 40.681101, -73.916687 40.680371, -73.91654 40.679637, -73.916393 40.678906, -73.91630099999999 40.678577, -73.921646 40.678869999999996, -73.92213199999999 40.679745, -73.922427 40.681211, -73.922545 40.681936))",36047037900,New York,Kings County,1,3706,1392,0,0,0,0,0,0,0,0,1,28.7,42917,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601,1002,263,152,3260,14,0,13,267,505,984,346,0,0,0,0,0,0,0,0,0,3988,3683,3683,3683,3683,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,51,78,77,70,71
532,36,47,2200,1400000US36047002200,36047002200,22,CT,340046,0,"POLYGON ((-74.026257 40.640132, -74.025724 40.640631, -74.023956 40.642327, -74.022769 40.643468999999996, -74.021598 40.644597999999995, -74.02383499999999 40.645919, -74.02145999999999 40.648182, -74.019256 40.646853, -74.016651 40.645331, -74.017877 40.644200999999995, -74.017926 40.644233, -74.01901099999999 40.643164999999996, -74.020212 40.641981, -74.02085699999999 40.641435, -74.020966 40.641650999999996, -74.021165 40.641417, -74.023105 40.639996, -74.023545 40.639314, -74.024754 40.638121, -74.026861 40.639536, -74.026257 40.640132))",36047002200,New York,Kings County,1,4613,1579,0,118,2.56,0,0,0,0,0,1,25.9,45577,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285,982,683,2034,319,540,1,118,1601,3002,1032,505,0,4274,2141.25,1430.333333,1074.875,1077,1438.833333,1441.666667,1081.25,865,981.4,981.4,981.4,981.4,no rank,47,185,268,334,330,275,283,342,390,380,378,382,391
533,36,47,47000,1400000US36047047000,36047047000,470,CT,181816,0,"POLYGON ((-73.990175 40.626557, -73.989009 40.627676, -73.988428 40.628231, -73.98596599999999 40.626756, -73.98326399999999 40.626035, -73.983831 40.625462999999996, -73.981566 40.624095, -73.98440099999999 40.624893, -73.98610099999999 40.623183, -73.98830199999999 40.624514, -73.99075599999999 40.625997999999996, -73.990175 40.626557))",36047047000,New York,Kings County,1,2886,762,0,0,0,0,0,0,0,0,1,27.8,60625,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,1214,273,2834,4,15,3,0,30,35,166,166,0,0,0,0,0,0,0,0,0,0,0,0,2719,2719,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,123,137
534,36,47,9200,1400000US36047009200,36047009200,92,CT,113217,0,"POLYGON ((-74.00183299999999 40.646367999999995, -74.00124799999999 40.646926, -74.00066199999999 40.647487, -73.998466 40.646159, -73.99626599999999 40.644827, -73.996844 40.644265999999995, -73.99742599999999 40.643706, -73.99801099999999 40.643147, -74.000213 40.644476999999995, -74.002415 40.645809, -74.00183299999999 40.646367999999995))",36047009200,New York,Kings County,1,5388,1544,0,0,0,0,0,0,0,0,1,33.7,42500,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3505,1445,356,1450,214,2252,8,52,1412,2242,1281,441,0,0,0,0,5020.5,2494.5,2478.75,2463,2463,2463,2851.5,2851.5,2851.5,2851.5,no rank,no rank,no rank,no rank,29,170,174,172,166,162,135,125,116,132
535,36,47,40200,1400000US36047040200,36047040200,402,CT,197509,0,"POLYGON ((-73.985491 40.59793, -73.984493 40.598037999999995, -73.983567 40.59814, -73.98263899999999 40.598243, -73.981712 40.598344999999995, -73.980784 40.598447, -73.980358 40.596191999999995, -73.97995499999999 40.594074, -73.980711 40.593997, -73.98179 40.593868, -73.98464 40.593551999999995, -73.984678 40.593658999999995, -73.98501499999999 40.595413, -73.985061 40.595670999999996, -73.985266 40.596744, -73.985491 40.59793))",36047040200,New York,Kings County,1,2740,938,0,0,0,0,0,0,0,0,1,25.1,61750,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,547,383,1248,30,1176,1,1,284,391,392,252,2534.7,1261.8,1256.25,833.8,830.1,826.4,1234.05,1228.5,1228.5,1228.5,1481,1481,1481,1481,140,242,275,330,354,355,300,324,315,319,301,293,294,289
536,36,47,123700,1400000US36047123700,36047123700,1237,CT,321360,0,"POLYGON ((-73.961051 40.698326, -73.95885799999999 40.698676999999996, -73.95702 40.698974, -73.956075 40.69909, -73.95336999999999 40.699405, -73.952925 40.697204, -73.952489 40.695004, -73.953414 40.694893, -73.955197 40.694688, -73.956143 40.694579, -73.95799699999999 40.694365999999995, -73.96015799999999 40.694117, -73.960621 40.69632, -73.961051 40.698326))",36047123700,New York,Kings County,1,6008,1258,0,0,0,0,0,0,0,0,1,52.3,32545,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4716,3336,108,5018,224,39,20,18,689,988,693,594,1451.4,1689.2,3854,4329.6,4805.2,5280.8,5756.4,6232,3116,3116,3150,2100,2100,3150,209,205,68,58,34,19,10,7,106,105,106,200,194,104
537,36,47,67800,1400000US36047067800,36047067800,678,CT,166222,0,"POLYGON ((-73.92491799999999 40.627984, -73.924298 40.628386, -73.92111899999999 40.628586, -73.920869 40.626250999999996, -73.920625 40.623979, -73.923497 40.623802, -73.924469 40.623743, -73.92470999999999 40.62601, -73.92491799999999 40.627984))",36047067800,New York,Kings County,1,2660,910,0,8,0.3,0,0,0,0,0,0,5.8,96125,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,539,309,397,2142,30,0,2,89,118,176,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
538,36,47,59600,1400000US36047059600,36047059600,596,CT,173084,0,"POLYGON ((-73.944012 40.591265, -73.942154 40.591469, -73.941233 40.591572, -73.939238 40.591789, -73.939641 40.593922, -73.93778 40.594125999999996, -73.937375 40.591995, -73.93698499999999 40.589870999999995, -73.93883699999999 40.589670999999996, -73.939796 40.589565, -73.941754 40.589349, -73.943609 40.589147, -73.944012 40.591265))",36047059600,New York,Kings County,1,2306,1118,0,0,0,0,0,0,0,0,0,11.1,99643,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,280,595,2013,58,165,0,6,64,105,343,194,2201,2192,2183,1087,1082.5,1078,2147,2138,2138,2138,2505,2505,2505,2505,155,165,180,311,333,329,205,206,199,199,160,150,140,151
539,36,47,40900,1400000US36047040900,36047040900,409,CT,172310,0,"POLYGON ((-73.908042 40.690647, -73.906599 40.692119999999996, -73.90504299999999 40.693704, -73.904288 40.693278, -73.902073 40.691998999999996, -73.901241 40.691438, -73.901805 40.690765999999996, -73.904142 40.688568, -73.905041 40.688935, -73.906544 40.689791, -73.907292 40.690219, -73.908042 40.690647))",36047040900,New York,Kings County,1,3752,1157,0,44,1.17,0,0,0,0,0,1,32.9,34286,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,1089,233,957,1114,36,0,52,1593,2671,880,403,0,0,0,0,0,3659.8,3675.4,3691,3691,3691,3526,3526,3526,3526,no rank,no rank,no rank,no rank,no rank,86,82,81,71,71,83,81,75,77
540,36,47,54400,1400000US36047054400,36047054400,544,CT,190006,0,"POLYGON ((-73.959583 40.61562, -73.958655 40.615721, -73.956729 40.615932, -73.955786 40.616036, -73.955283 40.613375, -73.954796 40.61082, -73.955741 40.610715, -73.957669 40.610504, -73.958593 40.610403, -73.959079 40.612957, -73.959583 40.61562))",36047054400,New York,Kings County,1,3406,1263,0,0,0,0,0,0,0,0,1,25.7,60345,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635,804,513,2824,38,443,0,2,99,91,547,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
541,36,47,54600,1400000US36047054600,36047054600,546,CT,180667,0,"POLYGON ((-73.955786 40.616036, -73.954587 40.616169, -73.953553 40.616281, -73.953046 40.61362, -73.95212 40.613721, -73.950265 40.613924, -73.949784 40.611371999999996, -73.950706 40.61125, -73.95257699999999 40.611036999999996, -73.954796 40.61082, -73.955283 40.613375, -73.955786 40.616036))",36047054600,New York,Kings County,1,4346,1901,0,14,0.32,0,0,0,0,0,1,17.3,60750,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,810,820,3713,198,234,1,8,192,246,1015,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
542,36,47,91600,1400000US36047091600,36047091600,916,CT,215640,0,"POLYGON ((-73.911727 40.662135, -73.909857 40.662411999999996, -73.90892 40.662554, -73.908524 40.661014, -73.907585 40.661156, -73.907191 40.659619, -73.906795 40.658083999999995, -73.906369 40.656411999999996, -73.907307 40.656273, -73.908245 40.656133, -73.910123 40.655851999999996, -73.910549 40.657525, -73.910943 40.659061, -73.911335 40.660596999999996, -73.911727 40.662135))",36047091600,New York,Kings County,1,4325,1470,0,101,2.34,0,0,0,0,0,1,40.9,41406,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531,1249,323,148,3740,31,0,17,389,641,1230,978,0,0,0,0,0,0,4063.1,4062,4062,2031,2052,2052,2052,2052,no rank,no rank,no rank,no rank,no rank,no rank,58,60,49,207,213,205,200,201
543,36,47,119400,1400000US36047119400,36047119400,1194,CT,182841,0,"POLYGON ((-73.879882 40.674254999999995, -73.87895999999999 40.674383999999996, -73.875275 40.674918, -73.874957 40.673651, -73.874624 40.672388999999995, -73.874231 40.670863, -73.878871 40.670195, -73.879254 40.671732, -73.87956799999999 40.672987, -73.879882 40.674254999999995))",36047119400,New York,Kings County,1,3914,1280,0,0,0,0,0,0,0,0,1,36.7,44556,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488,1133,275,314,2719,94,0,26,761,1219,889,353,3391,3452,3513,3574,1817.5,1848,1878.5,1272.666667,1272.666667,1272.666667,1416,1416,1062,1062,95,93,95,92,243,234,227,312,304,311,311,308,368,373
544,36,47,13900,1400000US36047013900,36047013900,139,CT,151331,0,"POLYGON ((-73.99022599999999 40.668544, -73.989723 40.669146, -73.989222 40.669748999999996, -73.988726 40.670342, -73.983943 40.66803, -73.984438 40.667437, -73.984943 40.666834, -73.985445 40.666233, -73.985948 40.66563, -73.98830699999999 40.66677, -73.99073 40.667941, -73.99022599999999 40.668544))",36047013900,New York,Kings County,1,3481,1501,0,19,0.55,0,0,0,0,0,0,9.9,167386,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,553,325,2484,377,215,0,21,384,645,769,50,3763.7,3760.6,3757.5,1877.2,1875.65,1874.1,1872.55,3742,3742,3742,1760,1760,1760,1760,71,73,76,219,235,231,229,76,67,66,252,239,235,232
545,36,47,21500,1400000US36047021500,36047021500,215,CT,152313,0,"POLYGON ((-73.967191 40.673694, -73.966942 40.674416, -73.962954 40.67359, -73.963331 40.675560999999995, -73.963183 40.675529, -73.96007399999999 40.674878, -73.960709 40.673122, -73.961338 40.671352, -73.962622 40.671628999999996, -73.966297 40.672677, -73.967486 40.672878, -73.967191 40.673694))",36047021500,New York,Kings County,1,5307,2471,0,2,0.04,0,0,0,0,0,0,16.2,97054,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553,884,475,2108,2441,291,3,9,455,546,1922,287,5479.9,5434.2,5388.5,5342.8,5297.1,5251.4,2602.85,2580,2580,2580,2703,2703,1802,1802,13,15,17,25,22,21,157,156,151,146,145,137,226,225
546,36,47,41900,1400000US36047041900,36047041900,419,CT,153013,0,"POLYGON ((-73.924249 40.694429, -73.922271 40.696442999999995, -73.920824 40.697918, -73.920074 40.697489999999995, -73.919321 40.697061, -73.917818 40.696208, -73.919271 40.694731, -73.921154 40.692796, -73.922748 40.693573, -73.923498 40.694001, -73.924249 40.694429))",36047041900,New York,Kings County,1,3770,1177,0,0,0,0,0,0,0,0,1,21.9,51290,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883,1068,292,1066,984,27,2,58,1633,2803,800,496,0,0,0,0,0,0,0,3819,3819,3819,3871,3871,3871,3871,no rank,no rank,no rank,no rank,no rank,no rank,no rank,72,62,60,69,66,59,58
547,36,47,40500,1400000US36047040500,36047040500,405,CT,138996,0,"POLYGON ((-73.90712599999999 40.683229999999995, -73.906376 40.682801999999995, -73.905433 40.683659999999996, -73.903903 40.682946, -73.902822 40.682353, -73.902622 40.680664, -73.904046 40.67922, -73.904791 40.679641, -73.90549299999999 40.680037, -73.907018 40.680948, -73.908517 40.681804, -73.90712599999999 40.683229999999995))",36047040500,New York,Kings County,1,1480,524,0,11,0.74,0,0,0,0,0,1,25.3,57750,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,419,115,245,814,15,0,8,398,620,461,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
548,36,47,51002,1400000US36047051002,36047051002,510.02,CT,107067,0,"POLYGON ((-73.962186 40.649789, -73.96100799999999 40.650082, -73.95870699999999 40.650386999999995, -73.958141 40.647504, -73.960471 40.647244, -73.961672 40.647115, -73.961935 40.648511, -73.963075 40.64944, -73.962186 40.649789))",36047051002,New York,Kings County,1,4725,1741,0,1,0.02,0,0,0,0,0,1,11,54148,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847,1150,419,454,3485,77,1,33,675,1027,1366,541,866.3333333,852.6666667,839,707.4285714,695.7142857,957.6,1176.5,770.6666667,770.6666667,770.6666667,656.4285714,510.5555556,510.5555556,510.5555556,251,271,304,340,364,343,309,392,399,410,447,477,488,493
549,36,47,48900,1400000US36047048900,36047048900,489,CT,91581,0,"POLYGON ((-73.94103 40.704637, -73.939313 40.704814999999996, -73.938599 40.704066, -73.937784 40.703525, -73.936982 40.70191, -73.93763 40.701738999999996, -73.94042 40.701077, -73.940726 40.702901, -73.94103 40.704637))",36047048900,New York,Kings County,1,4039,1408,0,0,0,0,0,0,0,0,1,47.5,22896,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310,1178,515,1177,1890,11,4,71,886,2377,1322,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
550,36,47,19700,1400000US36047019700,36047019700,197,CT,169822,0,"POLYGON ((-73.970131 40.689506, -73.96910299999999 40.689468, -73.96807799999999 40.689451999999996, -73.96711499999999 40.689561, -73.966135 40.689673, -73.965188 40.689782, -73.96481 40.688325999999996, -73.962836 40.688555, -73.962547 40.687089, -73.963509 40.686977, -73.965525 40.686744, -73.96749299999999 40.686518, -73.96949 40.686288, -73.96978299999999 40.687751999999996, -73.970131 40.689506))",36047019700,New York,Kings County,1,3313,1684,0,20,0.6,0,0,0,0,0,0,11.9,148472,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,462,323,1465,1364,193,0,8,283,296,1003,165,0,0,0,0,0,0,0,0,0,0,0,3561,3561,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,80,74,no rank
551,36,47,61200,1400000US36047061200,36047061200,612,CT,198236,39403,"POLYGON ((-73.953419 40.582609, -73.949409 40.582435, -73.94430799999999 40.582201, -73.943989 40.5803, -73.946742 40.579992999999995, -73.95334199999999 40.579267, -73.954032 40.582516999999996, -73.953419 40.582609))",36047061200,New York,Kings County,1,1076,410,0,0,0,0,0,0,0,0,0,6.4,128500,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,218,214,1042,3,13,0,1,17,25,105,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank,no rank
552,36,47,62200,1400000US36047062200,36047062200,622,CT,247463,107697,"POLYGON ((-73.94147199999999 40.583797, -73.938738 40.583898999999995, -73.938942 40.584984999999996, -73.939033 40.585409999999996, -73.939139 40.585983, -73.937247 40.586310999999995, -73.934448 40.586652, -73.932109 40.586286, -73.931369 40.586071, -73.93125599999999 40.585432, -73.930191 40.585086, -73.93009599999999 40.584502, -73.931078 40.584388, -73.932042 40.584233999999995, -73.931842 40.583076, -73.931946 40.582021999999995, -73.940439 40.581879, -73.940947 40.581913, -73.941394 40.583337, -73.94147199999999 40.583797))",36047062200,New York,Kings County,1,3252,1460,0,412,12.67,0,0,0,0,1,0,11.4,81250,0,1,0,1,0,0,0,1,,1543,,,411,,1543,47.45,411,12.63,226,6.96,549,16.89,1274,39.18,178,5.48,11,0.34,0,0,1,0.02,79,2.43,142,4.36,210,14.4,82,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,505,766,2722,272,93,0,4,161,247,371,139,3213.2,3235.6,3258,1640.2,1651.4,1662.6,1673.8,0,0,0,0,0,0,2956,103,106,117,243,257,252,248,no rank,no rank,no rank,no rank,no rank,no rank,124
553,36,47,52600,1400000US36047052600,36047052600,526,CT,169330,0,"POLYGON ((-73.968791 40.639255999999996, -73.967917 40.639649999999996, -73.967044 40.64004, -73.966174 40.640431, -73.965792 40.638441, -73.96538199999999 40.636278999999995, -73.965082 40.634682999999995, -73.964805 40.633249, -73.966777 40.632295, -73.967406 40.63447, -73.96803899999999 40.636651, -73.96822399999999 40.637297, -73.968722 40.639018, -73.968791 40.639255999999996))",36047052600,New York,Kings County,1,4357,1691,0,10,0.23,0,0,0,0,0,1,14.3,69923,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755,960,443,1829,1010,958,0,34,526,703,956,396,2172.75,2144.5,1410.833333,1392,1373.166667,1354.333333,1335.5,1316.666667,1316.666667,1316.666667,1579,1579,1579,1579,157,168,252,275,297,287,289,307,299,305,282,274,270,268
